KodLan,NamSek,Rank,Jenjang,SubJenjang,Status,PD,Kec,KotKab,Kota,Provinsi,Alamat
20222901,SMP MUDI AL AZIZIYYAH,,SMP,SMPI,Swasta,22,Jatiasih,Kota,BEKASI,Jawa Barat,
20614359,SMP MUHAJIRIN CIKUPA,,SMP,SMPS,Swasta,346,Cikupa,Kab,TANGERANG,Banten,
20109292,SMP Muhamadiyah IV,,SMP,SMPI,Swasta,0,Kramat Jati,Kota,JAKARTA TIMUR 1,DKI Jakarta,
20231098,SMP MUHAMADIYAH PAMIJAHAN,,SMP,SMPI,Swasta,0,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20237193,SMP MUHAMMADIYAH,,SMP,SMPS,Swasta,445,Kotabaru,Kab,KARAWANG,Jawa Barat,
20229073,SMP MUHAMMADIYAH 1,,SMP,SMPI,Swasta,245,Beji,Kota,DEPOK 2,Jawa Barat,
20606704,SMP MUHAMMADIYAH 1,,SMP,SMPI,Swasta,61,Tangerang,Kota,TANGERANG 2,Banten,
20231095,SMP MUHAMMADIYAH 1 LEUWILIANG,,SMP,SMPI,Swasta,0,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20252316,SMP MUHAMMADIYAH 1 NANGGUNG,,SMP,SMPI,Swasta,198,Nanggung,Kab,BOGOR 2,Jawa Barat,
69864647,SMP MUHAMMADIYAH 11,,SMP,SMPI,Swasta,182,Tanah Abang,Kota,JAKARTA PUSAT,DKI Jakarta,
20106840,SMP MUHAMMADIYAH 12,,SMP,SMPI,Swasta,99,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20106379,SMP Muhammadiyah 13,,SMP,SMPI,Swasta,167,Senen,Kota,JAKARTA PUSAT,DKI Jakarta,
20100825,SMP Muhammadiyah 14,,SMP,SMPI,Swasta,0,Koja,Kota,JAKARTA UTARA,DKI Jakarta,
20106380,SMP Muhammadiyah 16,,SMP,SMPI,Swasta,28,Senen,Kota,JAKARTA PUSAT,DKI Jakarta,
20603576,SMP MUHAMMADIYAH 17 CIPUTAT,,SMP,SMPI,Swasta,0,Ciputat Timur,Kota,TANGERANG SELATAN,Banten,
20229074,SMP MUHAMMADIYAH 19,,SMP,SMPI,Swasta,0,Sawangan,Kota,DEPOK 1,Jawa Barat,
20606703,SMP MUHAMMADIYAH 2,,SMP,SMPI,Swasta,86,Ciledug,Kota,TANGERANG 1,Banten,
20100311,SMP Muhammadiyah 2,,SMP,SMPS,Swasta,445,Kemayoran,Kota,JAKARTA PUSAT,DKI Jakarta,
20256240,SMP MUHAMMADIYAH 2 CILEUNGSI,,SMP,SMPI,Swasta,0,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20231096,SMP MUHAMMADIYAH 2 LEUWILIANG,,SMP,SMPI,Swasta,0,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20229075,SMP MUHAMMADIYAH 2 RANGKAPANJAYA,,SMP,SMPI,Swasta,0,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
20106568,SMP MUHAMMADIYAH 21,,SMP,SMPI,Swasta,0,Tanjung Priok,Kota,JAKARTA UTARA,DKI Jakarta,
20603577,SMP MUHAMMADIYAH 22 SETIABUDI PAMULANG,,SMP,SMPI,Swasta,352,Pamulang,Kota,TANGERANG SELATAN,Banten,
20106841,SMP MUHAMMADIYAH 26,,SMP,SMPI,Swasta,0,Palmerah,Kota,JAKARTA BARAT,DKI Jakarta,
20100312,SMP MUHAMMADIYAH 27,,SMP,SMPI,Swasta,262,Kemayoran,Kota,JAKARTA PUSAT,DKI Jakarta,
20222900,SMP MUHAMMADIYAH 28 BEKASI,,SMP,SMPI,Swasta,0,Bekasi Timur,Kota,BEKASI,Jawa Barat,
20229076,SMP MUHAMMADIYAH 29 SAWANGAN,,SMP,SMPI,Swasta,0,Sawangan,Kota,DEPOK 1,Jawa Barat,
20106381,SMP Muhammadiyah 3,,SMP,SMPI,Swasta,234,Senen,Kota,JAKARTA PUSAT,DKI Jakarta,
20229077,SMP MUHAMMADIYAH 3,,SMP,SMPI,Swasta,52,Cipayung,Kota,DEPOK 1,Jawa Barat,
20606702,SMP MUHAMMADIYAH 3,,SMP,SMPI,Swasta,392,Ciledug,Kota,TANGERANG 1,Banten,
20107117,SMP Muhammadiyah 30,,SMP,SMPI,Swasta,68,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20107118,SMP MUHAMMADIYAH 31,,SMP,SMPI,Swasta,0,Pulo Gadung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20106842,SMP MUHAMMADIYAH 32,,SMP,SMPI,Swasta,97,Taman Sari,Kota,JAKARTA BARAT,DKI Jakarta,
20106843,SMP Muhammadiyah 33,,SMP,SMPI,Swasta,0,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20106980,SMP Muhammadiyah 35,,SMP,SMPI,Swasta,176,Kebayoran Lama,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20106981,SMP Muhammadiyah 36,,SMP,SMPI,Swasta,374,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20200580,SMP MUHAMMADIYAH 37 PARUNG,,SMP,SMPI,Swasta,0,Parung,Kab,BOGOR 2,Jawa Barat,
20107119,SMP Muhammadiyah 39,,SMP,SMPI,Swasta,141,Pulo Gadung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20606701,SMP MUHAMMADIYAH 4,,SMP,SMPI,Swasta,604,Cipondoh,Kota,TANGERANG 1,Banten,
20229071,SMP MUHAMMADIYAH 4 DEPOK,,SMP,SMPI,Swasta,0,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
20603578,SMP MUHAMMADIYAH 44,,SMP,SMPI,Swasta,257,Pamulang,Kota,TANGERANG SELATAN,Banten,
20603579,SMP MUHAMMADIYAH 48,,SMP,SMPI,Swasta,278,Cikupa,Kab,TANGERANG,Banten,
20107120,SMP Muhammadiyah 5,,SMP,SMPI,Swasta,298,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20606700,SMP MUHAMMADIYAH 5,,SMP,SMPI,Swasta,315,Cibodas,Kota,TANGERANG 2,Banten,
20107121,SMP MUHAMMADIYAH 50,,SMP,SMPI,Swasta,0,Duren Sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20100313,SMP Muhammadiyah 6,,SMP,SMPI,Swasta,131,Tanah Abang,Kota,JAKARTA PUSAT,DKI Jakarta,
20106982,SMP Muhammadiyah 8,,SMP,SMPI,Swasta,262,Kebayoran Lama,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20106983,SMP MUHAMMADIYAH 9,,SMP,SMPI,Swasta,214,Kebayoran Baru,Kota,JAKARTA SELATAN 2,DKI Jakarta,
69982369,SMP MUHAMMADIYAH AHMAD DAHLAN PAMIJAHAN,,SMP,SMPI,Swasta,116,Pamijahan,Kab,BOGOR 2,Jawa Barat,
70026675,SMP MUHAMMADIYAH ALMADANI GUNUNGSARI,,SMP,SMPI,Swasta,57,Citeureup,Kab,BOGOR 2,Jawa Barat,
69893781,SMP MUHAMMADIYAH BOARDING SCHOOL KAMPUNG SAWAH,,SMP,SMPI,Swasta,56,Pondok Melati,Kota,BEKASI,Jawa Barat,
20613615,SMP MUHAMMADIYAH BOJONG NANGKA,,SMP,SMPI,Swasta,0,Kelapa Dua,Kab,TANGERANG,Banten,
20231100,SMP MUHAMMADIYAH CILEUNGSI,,SMP,SMPI,Swasta,446,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20229072,SMP MUHAMMADIYAH CISALAK,,SMP,SMPI,Swasta,121,Sukmajaya,Kota,DEPOK 2,Jawa Barat,
20271166,SMP MUHAMMADIYAH GUNUNGPUTRI,,SMP,SMPI,Swasta,106,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20109409,SMP Muhammadiyah I Jagakarsa,,SMP,SMPI,Swasta,326,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20200579,SMP MUHAMMADIYAH JASINGA,,SMP,SMPI,Swasta,48,Jasinga,Kab,BOGOR 2,Jawa Barat,
20220430,SMP MUHAMMADIYAH KOTA BOGOR,,SMP,SMPI,Swasta,339,Bogor Selatan,Kota,BOGOR,Jawa Barat,
20605070,SMP MUHAMMADIYAH KOTA SERANG,,SMP,SMPI,Swasta,29,Serang,Kota,SERANG,Banten,
20605078,SMP MUHAMMADIYAH KRAGILAN,,SMP,SMPI,Swasta,69,Kragilan,Kab,SERANG,Banten,
20231097,SMP MUHAMMADIYAH PABUARAN,,SMP,SMPI,Swasta,0,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20614515,SMP MUHAMMADIYAH PARAKAN,,SMP,SMPI,Swasta,140,Pamulang,Kota,TANGERANG SELATAN,Banten,
20614534,SMP MUHAMMADIYAH PASAR KEMIS,,SMP,SMPI,Swasta,0,Pasar Kemis,Kab,TANGERANG,Banten,
20231099,SMP MUHAMMADIYAH PURASEDA,,SMP,SMPI,Swasta,0,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20603580,SMP MUHAMMADIYAH SERPONG,,SMP,SMPI,Swasta,154,Setu,Kota,TANGERANG SELATAN,Banten,
20231101,SMP MULIA BUANA,,SMP,SMPS,Swasta,143,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20122036,SMP MULIA KENCANA,,SMP,SMPS,Swasta,111,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
20229078,SMP MULYA BHAKTI,,SMP,SMPS,Swasta,14,Sukmajaya,Kota,DEPOK 2,Jawa Barat,
69958474,SMP MUMTAZA ISLAMIC SCHOOL,,SMP,SMPI,Swasta,0,Pamulang,Kota,TANGERANG SELATAN,Banten,
20231103,SMP MUTHMAINNATUL QULUB,,SMP,SMPI,Swasta,505,Cibinong,Kab,BOGOR 1,Jawa Barat,
20229079,SMP MUTIARA,,SMP,SMPS,Swasta,333,Tapos,Kota,DEPOK 2,Jawa Barat,
20222899,SMP MUTIARA 17 AGUSTUS 1,,SMP,SMPS,Swasta,148,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20231681,SMP MUTIARA 17 AGUSTUS 2,,SMP,SMPS,Swasta,0,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20100827,SMP Mutiara 2,,SMP,SMPS,Swasta,144,Tanjung Priok,Kota,JAKARTA UTARA,DKI Jakarta,
20231102,SMP MUTIARA BANGSA,,SMP,SMPS,Swasta,0,Ciawi,Kab,BOGOR 2,Jawa Barat,
20270568,SMP MUTIARA BANGSA,,SMP,SMPS,Swasta,159,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20606699,SMP MUTIARA BANGSA,,SMP,SMPS,Swasta,620,Cipondoh,Kota,TANGERANG 1,Banten,
20614408,SMP MUTIARA BANGSA 2,,SMP,SMPS,Swasta,201,Benda,Kota,TANGERANG 2,Banten,
20109331,SMP MUTIARA BANGSA 3,,SMP,SMPS,Swasta,0,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
69996138,SMP MUTIARA BANGSA 6,,SMP,SMPS,Swasta,185,Pasar Kemis,Kab,TANGERANG,Banten,
69752355,SMP MUTIARA HARAPAN ISLAMIC SCHOOL,,SMP,SMPI,Swasta,72,Pondok Aren,Kota,TANGERANG SELATAN,Banten,
70035386,SMP Mutiara Hati,,SMP,SMPS,Swasta,10,Tangerang,Kota,TANGERANG 2,Banten,
20100826,SMP Mutiara I,,SMP,SMPS,Swasta,99,Tanjung Priok,Kota,JAKARTA UTARA,DKI Jakarta,
20613556,SMP MUTIARA INSANI,,SMP,SMPS,Swasta,0,Pagedangan,Kab,TANGERANG,Banten,
20247272,SMP MUTIARA ISLAMI PLUS,,SMP,SMPS,Swasta,229,Serang Baru,Kab,BEKASI,Jawa Barat,
20244731,SMP MUTIARA JAYA,,SMP,SMPS,Swasta,51,Setu,Kab,BEKASI,Jawa Barat,
20268774,SMP MUTIARA KARTINI,,SMP,SMPS,Swasta,38,Bogor Tengah,Kota,BOGOR,Jawa Barat,
20603582,SMP MUTIARA KASIH,,SMP,SMPS,Swasta,0,Kelapa Dua,Kab,TANGERANG,Banten,
69963693,SMP MUTIARA MANDIRI,,SMP,SMPS,Swasta,793,Serang Baru,Kab,BEKASI,Jawa Barat,
69883629,SMP MUTIARA PERTIWI,,SMP,SMPS,Swasta,76,Cibinong,Kab,BOGOR 1,Jawa Barat,
20106984,SMP MUTTAQIEN,,SMP,SMPI,Swasta,122,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20268228,SMP N 02 CISEENG,,SMP,SMPN,Negeri,0,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20605225,SMP N 1 CIRUAS,,SMP,SMPN,Negeri,1016,Ciruas,Kab,SERANG,Banten,
20200743,SMP N 1 CISEENG,,SMP,SMPN,Negeri,991,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20603142,SMP N 1 CISOKA,,SMP,SMPN,Negeri,1106,Cisoka,Kab,TANGERANG,Banten,
20200654,SMP N 1 JASINGA,,SMP,SMPN,Negeri,0,Jasinga,Kab,BOGOR 2,Jawa Barat,
20605209,SMP N 1 KRAMATWATU,,SMP,SMPN,Negeri,0,Kramatwatu,Kab,SERANG,Banten,
20603152,SMP N 1 PAKUHAJI,,SMP,SMPN,Negeri,1264,Pakuhaji,Kab,TANGERANG,Banten,
20200657,SMP N 1 PARUNG,,SMP,SMPN,Negeri,1362,Parung,Kab,BOGOR 2,Jawa Barat,
20253775,SMP N 1 TAJURHALANG,,SMP,SMPN,Negeri,0,Tajurhalang,Kab,BOGOR 1,Jawa Barat,
20200661,SMP N 1 TANJUNGSARI,,SMP,SMPN,Negeri,0,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20605153,SMP N 1 TUNJUNG TEJA,,SMP,SMPN,Negeri,385,Tunjung Teja,Kab,SERANG,Banten,
20253972,SMP N 2 BOJONGGEDE,,SMP,SMPN,Negeri,1097,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20200889,SMP N 2 JASINGA,,SMP,SMPN,Negeri,1218,Jasinga,Kab,BOGOR 2,Jawa Barat,
20605143,SMP N 2 JAWILAN,,SMP,SMPN,Negeri,524,Jawilan,Kab,SERANG,Banten,
20230922,SMP N 2 SUKAMAKMUR,,SMP,SMPN,Negeri,488,Sukamakmur,Kab,BOGOR 2,Jawa Barat,
20103621,SMP N 202 JAKARTA,,SMP,SMPN,Negeri,802,Duren Sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20245288,SMP N 3 GUNUNGSINDUR,,SMP,SMPN,Negeri,0,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20200882,SMP N 3 JASINGA,,SMP,SMPN,Negeri,263,Jasinga,Kab,BOGOR 2,Jawa Barat,
20254243,SMP N 4 CIBINONG,,SMP,SMPN,Negeri,1131,Cibinong,Kab,BOGOR 1,Jawa Barat,
20256561,SMP N SATU ATAP 01 CIGUDEG,,SMP,SMPN,Negeri,92,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20252281,SMP N SATU ATAP 01 SUKAJAYA,,SMP,SMPN,Negeri,465,Sukajaya,Kab,BOGOR 2,Jawa Barat,
20614042,SMP NAHDLATUL ULAMA KRAMATWATU,,SMP,SMPI,Swasta,0,Kramatwatu,Kab,SERANG,Banten,
69883584,SMP NAHDLATUL ULAMA MEGAMENDUNG,,SMP,SMPI,Swasta,137,Megamendung,Kab,BOGOR 2,Jawa Barat,
69904982,SMP NAHDLATUL WATHAN,,SMP,SMPI,Swasta,90,Cigombong,Kab,BOGOR 2,Jawa Barat,
20109389,SMP Nahdlatul Wathan,,SMP,SMPI,Swasta,0,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20107068,SMP NASIONAL,,SMP,SMPS,Swasta,32,Kramat Jati,Kota,JAKARTA TIMUR 1,DKI Jakarta,
20231683,SMP NASIONAL I,,SMP,SMPS,Swasta,146,Pondok Melati,Kota,BEKASI,Jawa Barat,
20271344,SMP NASIONAL INSAN PRIMA,,SMP,SMPS,Swasta,106,Cikarang Utara,Kab,BEKASI,Jawa Barat,
69864014,SMP NASIONAL PLUS PELITA INSANI,,SMP,SMPS,Swasta,0,Kemang,Kab,BOGOR 2,Jawa Barat,
69956336,SMP NATIONAL GLOBAL SCHOOL,,SMP,SMPS,Swasta,101,Batuceper,Kota,TANGERANG 1,Banten,
20109498,SMP NATIONALHIGH JAKARTA SCHOOL,,SMP,SMPS,Swasta,0,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
20605203,SMPN 1 ANYAR,,SMP,SMPN,Negeri,0,Anyar,Kab,SERANG,Banten,
20200722,SMPN 1 BABAKANMADANG,,SMP,SMPN,Negeri,1089,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20218451,SMPN 1 BABELAN,,SMP,SMPN,Negeri,1308,Babelan,Kab,BEKASI,Jawa Barat,
20603249,SMPN 1 BALARAJA,,SMP,SMPN,Negeri,1162,Balaraja,Kab,TANGERANG,Banten,
20614068,SMPN 1 BANDUNG,,SMP,SMPN,Negeri,0,Bandung,Kab,SERANG,Banten,
20605204,SMPN 1 BAROS,,SMP,SMPN,Negeri,954,Baros,Kab,SERANG,Banten,
20223003,SMPN 1 BEKASI,,SMP,SMPN,Negeri,1115,Bekasi Timur,Kota,BEKASI,Jawa Barat,
20605205,SMPN 1 BINUANG,,SMP,SMPN,Negeri,358,Binuang,Kab,SERANG,Banten,
20220385,SMPN 1 BOGOR,,SMP,SMPN,Negeri,895,Bogor Tengah,Kota,BOGOR,Jawa Barat,
20605217,SMPN 1 BOJONEGARA,,SMP,SMPN,Negeri,818,Bojonegara,Kab,SERANG,Banten,
20200723,SMPN 1 BOJONGGEDE,,SMP,SMPN,Negeri,1529,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20218450,SMPN 1 BOJONGMANGU,,SMP,SMPN,Negeri,341,Bojongmangu,Kab,BEKASI,Jawa Barat,
20218449,SMPN 1 CABANGBUNGIN,,SMP,SMPN,Negeri,0,Cabangbungin,Kab,BEKASI,Jawa Barat,
20605218,SMPN 1 CARENANG,,SMP,SMPN,Negeri,629,Carenang,Kab,SERANG,Banten,
20200724,SMPN 1 CARINGIN,,SMP,SMPN,Negeri,0,Caringin,Kab,BOGOR 2,Jawa Barat,
20200664,SMPN 1 CARIU,,SMP,SMPN,Negeri,708,Cariu,Kab,BOGOR 2,Jawa Barat,
20200725,SMPN 1 CIAMPEA,,SMP,SMPN,Negeri,1108,Ciampea,Kab,BOGOR 2,Jawa Barat,
20200726,SMPN 1 CIAWI,,SMP,SMPN,Negeri,1194,Ciawi,Kab,BOGOR 2,Jawa Barat,
20218448,SMPN 1 CIBARUSAH,,SMP,SMPN,Negeri,1069,Cibarusah,Kab,BEKASI,Jawa Barat,
20200611,SMPN 1 CIBINONG,,SMP,SMPN,Negeri,1165,Cibinong,Kab,BOGOR 1,Jawa Barat,
20218447,SMPN 1 CIBITUNG,,SMP,SMPN,Negeri,1221,Cibitung,Kab,BEKASI,Jawa Barat,
20200727,SMPN 1 CIBUNGBULANG,,SMP,SMPN,Negeri,0,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20200728,SMPN 1 CIGOMBONG,,SMP,SMPN,Negeri,1325,Cigombong,Kab,BOGOR 2,Jawa Barat,
20200652,SMPN 1 CIGUDEG,,SMP,SMPN,Negeri,1138,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20200641,SMPN 1 CIJERUK,,SMP,SMPN,Negeri,455,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20605219,SMPN 1 CIKANDE,,SMP,SMPN,Negeri,888,Cikande,Kab,SERANG,Banten,
20218460,SMPN 1 CIKARANG BARAT,,SMP,SMPN,Negeri,0,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218461,SMPN 1 CIKARANG PUSAT,,SMP,SMPN,Negeri,451,Cikarang Pusat,Kab,BEKASI,Jawa Barat,
20218462,SMPN 1 CIKARANG SELATAN,,SMP,SMPN,Negeri,1303,Cikarang Selatan,Kab,BEKASI,Jawa Barat,
20218443,SMPN 1 CIKARANG TIMUR,,SMP,SMPN,Negeri,1094,Cikarang Timur,Kab,BEKASI,Jawa Barat,
20218446,SMPN 1 CIKARANG UTARA,,SMP,SMPN,Negeri,0,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20603186,SMPN 1 CIKUPA,,SMP,SMPN,Negeri,943,Cikupa,Kab,TANGERANG,Banten,
20200612,SMPN 1 CILEUNGSI,,SMP,SMPN,Negeri,1161,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20605221,SMPN 1 CINANGKA,,SMP,SMPN,Negeri,672,Cinangka,Kab,SERANG,Banten,
20200665,SMPN 1 CIOMAS,,SMP,SMPN,Negeri,1182,Ciomas,Kab,BOGOR 2,Jawa Barat,
20605223,SMPN 1 CIOMAS,,SMP,SMPN,Negeri,601,Ciomas,Kab,SERANG,Banten,
20200613,SMPN 1 CISARUA,,SMP,SMPN,Negeri,1158,Cisarua,Kab,BOGOR 2,Jawa Barat,
20603141,SMPN 1 CISAUK,,SMP,SMPN,Negeri,0,Cisauk,Kab,TANGERANG,Banten,
20200692,SMPN 1 CITEUREUP,,SMP,SMPN,Negeri,1105,Citeureup,Kab,BOGOR 2,Jawa Barat,
20603143,SMPN 1 CURUG,,SMP,SMPN,Negeri,987,Curug,Kab,TANGERANG,Banten,
20223839,SMPN 1 DEPOK,,SMP,SMPN,Negeri,1363,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
20200897,SMPN 1 DRAMAGA,,SMP,SMPN,Negeri,1207,Dramaga,Kab,BOGOR 2,Jawa Barat,
20613507,SMPN 1 GUNUNG KALER,,SMP,SMPN,Negeri,221,Gunung Kaler,Kab,TANGERANG,Banten,
20200639,SMPN 1 GUNUNGPUTRI,,SMP,SMPN,Negeri,1264,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20615202,SMPN 1 GUNUNGSARI,,SMP,SMPN,Negeri,0,Gunung Sari,Kab,SERANG,Banten,
20200653,SMPN 1 GUNUNGSINDUR,,SMP,SMPN,Negeri,1078,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20100251,SMPN 1 JAKARTA,,SMP,SMPN,Negeri,780,Menteng,Kota,JAKARTA PUSAT,DKI Jakarta,
20603144,SMPN 1 JAMBE,,SMP,SMPN,Negeri,751,Jambe,Kab,TANGERANG,Banten,
20605216,SMPN 1 JAWILAN,,SMP,SMPN,Negeri,0,Jawilan,Kab,SERANG,Banten,
20613503,SMPN 1 JAYANTI,,SMP,SMPN,Negeri,1071,Jayanti,Kab,TANGERANG,Banten,
20200655,SMPN 1 JONGGOL,,SMP,SMPN,Negeri,1336,Jonggol,Kab,BOGOR 2,Jawa Barat,
20252899,SMPN 1 KARANG BAHAGIA,,SMP,SMPN,Negeri,1288,Karang Bahagia,Kab,BEKASI,Jawa Barat,
20218475,SMPN 1 KEDUNGWARINGIN,,SMP,SMPN,Negeri,1109,Kedung Waringin,Kab,BEKASI,Jawa Barat,
20613504,SMPN 1 KELAPA DUA,,SMP,SMPN,Negeri,0,Kelapa Dua,Kab,TANGERANG,Banten,
20200898,SMPN 1 KEMANG,,SMP,SMPN,Negeri,1147,Kemang,Kab,BOGOR 2,Jawa Barat,
20603145,SMPN 1 KEMIRI,,SMP,SMPN,Negeri,887,Kemiri,Kab,TANGERANG,Banten,
20605206,SMPN 1 KIBIN,,SMP,SMPN,Negeri,843,Kibin,Kab,SERANG,Banten,
20254615,SMPN 1 KLAPANUNGGAL,,SMP,SMPN,Negeri,944,Klapanunggal,Kab,BOGOR 2,Jawa Barat,
20603146,SMPN 1 KOSAMBI,,SMP,SMPN,Negeri,923,Kosambi,Kab,TANGERANG,Banten,
20605149,SMPN 1 KOTA SERANG,,SMP,SMPN,Negeri,1257,Serang,Kota,SERANG,Banten,
20605208,SMPN 1 KRAGILAN,,SMP,SMPN,Negeri,888,Kragilan,Kab,SERANG,Banten,
20603147,SMPN 1 KRESEK,,SMP,SMPN,Negeri,941,Kresek,Kab,TANGERANG,Banten,
20603148,SMPN 1 KRONJO,,SMP,SMPN,Negeri,0,Kronjo,Kab,TANGERANG,Banten,
20603149,SMPN 1 LEGOK,,SMP,SMPN,Negeri,1140,Legok,Kab,TANGERANG,Banten,
20200656,SMPN 1 LEUWILIANG,,SMP,SMPN,Negeri,1069,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20247337,SMPN 1 LEUWISADENG,,SMP,SMPN,Negeri,1115,Leuwisadeng,Kab,BOGOR 2,Jawa Barat,
20605210,SMPN 1 MANCAK,,SMP,SMPN,Negeri,643,Mancak,Kab,SERANG,Banten,
20603150,SMPN 1 MAUK,,SMP,SMPN,Negeri,1117,Mauk,Kab,TANGERANG,Banten,
20200899,SMPN 1 MEGAMENDUNG,,SMP,SMPN,Negeri,0,Megamendung,Kab,BOGOR 2,Jawa Barat,
20614347,SMPN 1 MEKARBARU,,SMP,SMPN,Negeri,162,Mekar Baru,Kab,TANGERANG,Banten,
20218455,SMPN 1 MUARAGEMBONG,,SMP,SMPN,Negeri,521,Muara Gembong,Kab,BEKASI,Jawa Barat,
20200582,SMPN 1 NANGGUNG,,SMP,SMPN,Negeri,0,Nanggung,Kab,BOGOR 2,Jawa Barat,
20605211,SMPN 1 PABUARAN,,SMP,SMPN,Negeri,500,Pabuaran,Kab,SERANG,Banten,
20605212,SMPN 1 PADARINCANG,,SMP,SMPN,Negeri,611,Padarincang,Kab,SERANG,Banten,
20200900,SMPN 1 PAMIJAHAN BOGOR,,SMP,SMPN,Negeri,1038,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20603140,SMPN 1 PANONGAN,,SMP,SMPN,Negeri,953,Panongan,Kab,TANGERANG,Banten,
20200658,SMPN 1 PARUNG PANJANG,,SMP,SMPN,Negeri,1030,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20603139,SMPN 1 PASARKEMIS,,SMP,SMPN,Negeri,0,Pasar Kemis,Kab,TANGERANG,Banten,
20251966,SMPN 1 PEBAYURAN,,SMP,SMPN,Negeri,1261,Pebayuran,Kab,BEKASI,Jawa Barat,
20605227,SMPN 1 PONTANG,,SMP,SMPN,Negeri,697,Pontang,Kab,SERANG,Banten,
20605137,SMPN 1 PULOAMPEL,,SMP,SMPN,Negeri,0,Pulo Ampel,Kab,SERANG,Banten,
20603127,SMPN 1 RAJEG,,SMP,SMPN,Negeri,0,Rajeg,Kab,TANGERANG,Banten,
20200659,SMPN 1 RANCABUNGUR,,SMP,SMPN,Negeri,1413,Ranca Bungur,Kab,BOGOR 2,Jawa Barat,
20200660,SMPN 1 RUMPIN,,SMP,SMPN,Negeri,1773,Rumpin,Kab,BOGOR 2,Jawa Barat,
20603128,SMPN 1 SEPATAN,,SMP,SMPN,Negeri,1205,Sepatan,Kab,TANGERANG,Banten,
20613980,SMPN 1 SEPATAN TIMUR,,SMP,SMPN,Negeri,1095,Sepatan TImur,Kab,TANGERANG,Banten,
20218473,SMPN 1 SERANG BARU,,SMP,SMPN,Negeri,711,Serang Baru,Kab,BEKASI,Jawa Barat,
20218472,SMPN 1 SETU,,SMP,SMPN,Negeri,0,Setu,Kab,BEKASI,Jawa Barat,
20603175,SMPN 1 SINDANG JAYA,,SMP,SMPN,Negeri,906,Sindang Jaya,Kab,TANGERANG,Banten,
20603133,SMPN 1 SOLEAR,,SMP,SMPN,Negeri,781,Solear,Kab,TANGERANG,Banten,
20613513,SMPN 1 SUKADIRI,,SMP,SMPN,Negeri,740,Sukadiri,Kab,TANGERANG,Banten,
20230920,SMPN 1 SUKAJAYA,,SMP,SMPN,Negeri,0,Sukajaya,Kab,BOGOR 2,Jawa Barat,
