KodLan,NamSek,Rank,Jenjang,SubJenjang,Status,PD,Kec,KotKab,Kota,Provinsi,Alamat
69881948,MI RAKSA NEGARA,,SD,MIS,Swasta,167,Carenang,Kab,SERANG,Banten,
60706208,MI RAUDHATUL AZHAR,,SD,MIS,Swasta,259,Pancoran,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706176,MI RAUDHATUL MUTA`ALLIMIN,,SD,MIS,Swasta,226,Mampang prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,"Jl. KH. ABD. RAHIM No.1, RT.1/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710"
60706474,MI RAUDHOTUL JANNAH,,SD,MIS,Swasta,183,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
60706225,MI RAUDLATUL FALAH,,SD,MIS,Swasta,192,Pasar minggu,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706134,MI RAUDLATUL ILMIYAH,,SD,MIS,Swasta,198,Cilandak,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706481,MI RAUDLATUL MUTAALIMIN,,SD,MIS,Swasta,374,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
69755510,MI RIAYATUL UMMAH,,SD,MIS,Swasta,82,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
69827671,MI ROUDLOTUL JANNAH,,SD,MIS,Swasta,395,Teluk Naga,Kab,TANGERANG,Banten,
60706262,MI RPDI,,SD,MIS,Swasta,49,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706249,MI RPI,,SD,MIS,Swasta,186,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706253,MI RUHUL ISLAM,,SD,MIS,Swasta,87,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706148,MI RUHUL ULUM,,SD,MIS,Swasta,309,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706178,MI SA`ADATUDDARAIN PAGI,,SD,MIS,Swasta,525,Mampang prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
69827717,MI SA`ADATUL MAHABBAH,,SD,MIS,Swasta,389,Pamulang,Kota,TANGERANG SELATAN,Banten,
60706189,MI SA`ADATUL MUSLIMIN,,SD,MIS,Swasta,53,Mampang prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706155,MI SIROJUL ATHFAL,,SD,MIS,Swasta,334,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706152,MI SIROJUL BANAT,,SD,MIS,Swasta,319,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706380,MI SIROJUL HUDA,,SD,MIS,Swasta,0,Pulo gadung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
60706197,MI SULTAN HASANUDDIN,,SD,MIS,Swasta,237,Pancoran,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706145,MI SYAMSUL HUDA,,SD,MIS,Swasta,383,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
69977981,MI SYIFA,,SD,MIS,Swasta,71,Legok,Kab,TANGERANG,Banten,
60706251,MI TANWIRUL QULUB,,SD,MIS,Swasta,135,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706267,MI TARBIATUS SHOLIHIN,,SD,MIS,Swasta,98,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706149,MI TARBIYATUL ISLAMIYAH,,SD,MIS,Swasta,226,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
69977966,MI TARBIYATUL MUBTADIIN,,SD,MIS,Swasta,72,Padarincang,Kab,SERANG,Banten,
60706156,MI TARBIYATUL MUSHLIHIN,,SD,MIS,Swasta,203,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706477,MI TARBIYATUS SAADAH,,SD,MIS,Swasta,666,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
60706182,MI TPI ASSUDA`WIYAH,,SD,MIS,Swasta,26,Mampang prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706122,MI UNWANUL HUDA,,SD,MIS,Swasta,136,Cilandak,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706198,MI UNWANUL HUDA,,SD,MIS,Swasta,514,Pancoran,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706150,MI WIJAYA KUSUMA,,SD,MIS,Swasta,220,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706259,MI YASDA,,SD,MIS,Swasta,196,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
69993572,MIFTAHUL ULUM JAWILAN,,SD,MIS,Swasta,94,Jawilan,Kab,SERANG,Banten,
20178226,MIFTAHUL UMAM,,SMP,MTSS,Swasta,470,Cilandak,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706911,MIN 1 BOGOR,,SD,MIN,Negeri,0,Leuwisadeng,Kab,BOGOR 2,Jawa Barat,
60706427,MIN 1 JAKARTA,,SD,MIN,Negeri,0,Taman sari,Kota,JAKARTA BARAT,DKI Jakarta,
60721436,MIN 1 KOTA TANGERANG,,SD,MIN,Negeri,512,Tangerang,Kota,TANGERANG 2,Banten,
60721448,MIN 1 KOTA TANGERANG SELATAN,,SD,MIN,Negeri,635,Ciputat,Kota,TANGERANG SELATAN,Banten,
60721395,MIN 1 SERANG,,SD,MIN,Negeri,594,Padarincang,Kab,SERANG,Banten,
60721226,MIN 1 TANGERANG,,SD,MIN,Negeri,598,Curug,Kab,TANGERANG,Banten,
60706322,MIN 10 JAKARTA,,SD,MIN,Negeri,509,Duren sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
60706428,MIN 11 JAKARTA,,SD,MIN,Negeri,0,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
60706315,MIN 12 JAKARTA,,SD,MIN,Negeri,0,Ciracas,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706351,MIN 13 JAKARTA,,SD,MIN,Negeri,0,Kramat jati,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706236,MIN 15 JAKARTA,,SD,MIN,Negeri,463,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706310,MIN 16 JAKARTA,,SD,MIN,Negeri,668,Cipayung,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706559,MIN 17 JAKARTA,,SD,MIN,Negeri,0,Kepulauan seribu selatan,Kota,KEPULAUAN SERIBU,DKI Jakarta,
60706370,MIN 18 JAKARTA,,SD,MIN,Negeri,0,Pasar rebo,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706472,MIN 19 JAKARTA,,SD,MIN,Negeri,578,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
60721459,MIN 2,,SD,MIN,Negeri,364,Ciputat timur,Kota,TANGERANG SELATAN,Banten,"Gg. Mahoni No.04, Cemp. Putih, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412"
60706995,MIN 2 BOGOR,,SD,MIN,Negeri,763,Parung,Kab,BOGOR 2,Jawa Barat,
60706383,MIN 2 JAKARTA,,SD,MIN,Negeri,466,Johar baru,Kota,JAKARTA PUSAT,DKI Jakarta,
60721348,MIN 2 SERANG,,SD,MIN,Negeri,659,Baros,Kab,SERANG,Banten,
60721335,MIN 2 TANGERANG,,SD,MIN,Negeri,549,Tiga Raksa,Kab,TANGERANG,Banten,
60706511,MIN 20 JAKARTA,,SD,MIN,Negeri,543,Cilincing,Kota,JAKARTA UTARA,DKI Jakarta,
60706268,MIN 21 JAKARTA,,SD,MIN,Negeri,443,Ciracas,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706512,MIN 22 JAKARTA,,SD,MIN,Negeri,499,Cilincing,Kota,JAKARTA UTARA,DKI Jakarta,
60706369,MIN 3 JAKARTA,,SD,MIN,Negeri,647,Pasar rebo,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60721384,MIN 3 SERANG,,SD,MIN,Negeri,441,Kopo,Kab,SERANG,Banten,
60721281,MIN 3 TANGERANG,,SD,MIN,Negeri,0,Pagedangan,Kab,TANGERANG,Banten,
69988068,MIN 3 TANGERANG SELATAN,,SD,MIN,Negeri,401,Ciputat,Kota,TANGERANG SELATAN,Banten,
60706159,MIN 4 JAKARTA,,SD,MIN,Negeri,605,Kebayoran lama,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60721396,MIN 4 SERANG,,SD,MIN,Negeri,344,Pamarayan,Kab,SERANG,Banten,
60721215,MIN 4 TANGERANG,,SD,MIN,Negeri,719,Cikupa,Kab,TANGERANG,Banten,
60706527,MIN 5 JAKARTA,,SD,MIN,Negeri,0,Koja,Kota,JAKARTA UTARA,DKI Jakarta,
60721261,MIN 5 TANGERANG,,SD,MIN,Negeri,0,Legok,Kab,TANGERANG,Banten,
60706137,MIN 6 JAKARTA,,SD,MIN,Negeri,484,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60721282,MIN 6 TANGERANG,,SD,MIN,Negeri,835,Pagedangan,Kab,TANGERANG,Banten,
60706397,MIN 7 JAKARTA,,SD,MIN,Negeri,515,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
69857904,MIN 7 TANGERANG,,SD,MIN,Negeri,810,Balaraja,Kab,TANGERANG,Banten,
60706138,MIN 8 JAKARTA,,SD,MIN,Negeri,573,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,
60706235,MIN 9 JAKARTA,,SD,MIN,Negeri,554,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706139,MIN AL-AZHAR ASY-SYARIF INDONESIA,,SD,MIN,Negeri,451,Jagakarsa,Kota,JAKARTA SELATAN 2,DKI Jakarta,"Jl. Moch. Kahfi II No.6a, RT.13/RW.9, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12640"
60709374,MIN BEKASI,,SD,MIN,Negeri,0,Sukatani,Kab,BEKASI,Jawa Barat,
60709791,MIN KOTA BEKASI,,SD,MIN,Negeri,468,Bantargebang,Kota,BEKASI,Jawa Barat,
60709623,MIN KOTA BOGOR,,SD,MIN,Negeri,0,Bogor Barat,Kota,BOGOR,Jawa Barat,
69726161,MIS ABDUSSALAM,,SD,MIS,Swasta,80,Tenjolaya,Kab,BOGOR 2,Jawa Barat,
69752563,MIS AD DAWAH,,SD,MIS,Swasta,508,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
60721450,MIS AD DIYANAH,,SD,MIS,Swasta,146,Ciputat,Kota,TANGERANG SELATAN,Banten,
60709798,MIS ADDA WA 1,,SD,MIS,Swasta,130,Bekasi Barat,Kota,BEKASI,Jawa Barat,
60709797,MIS ADDA WA 2,,SD,MIS,Swasta,128,Bekasi Barat,Kota,BEKASI,Jawa Barat,
69995120,MIS AFWAJA,,SD,MIS,Swasta,0,Sukamulya,Kab,TANGERANG,Banten,
69755411,MIS AINUL YAQIIN,,SD,MIS,Swasta,310,Karang tengah,Kota,TANGERANG 1,Banten,
60721361,MIS AL - AMIN CIKANDE,,SD,MIS,Swasta,98,Cikande,Kab,SERANG,Banten,
60706795,MIS AL - ANWARIYAH,,SD,MIS,Swasta,335,Citeureup,Kab,BOGOR 2,Jawa Barat,
60729479,MIS AL - BURUUJ,,SD,MIS,Swasta,0,Ciracas,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60721321,MIS AL - HILAL,,SD,MIS,Swasta,102,Solear,Kab,TANGERANG,Banten,
60721341,MIS AL - HUSNA PASIRNANGKA,,SD,MIS,Swasta,340,Tiga Raksa,Kab,TANGERANG,Banten,
69881959,MIS AL - I TISHAAM,,SD,MIS,Swasta,238,Pamulang,Kota,TANGERANG SELATAN,Banten,
60710035,MIS AL - ISLAMIYAH AMZ,,SD,MIS,Swasta,444,Sukmajaya,Kota,DEPOK 2,Jawa Barat,
60706731,MIS AL - KHOERIYAH,,SD,MIS,Swasta,90,Cigudeg,Kab,BOGOR 2,Jawa Barat,
60706845,MIS AL - MU MIN,,SD,MIS,Swasta,112,Jonggol,Kab,BOGOR 2,Jawa Barat,
60706451,MIS AL ABBASIYAH,,SD,MIS,Swasta,172,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
60709379,MIS AL AJHARIYYAH 03,,SD,MIS,Swasta,222,Sukatani,Kab,BEKASI,Jawa Barat,
60706643,MIS AL AKHLAS,,SD,MIS,Swasta,196,Ciampea,Kab,BOGOR 2,Jawa Barat,
60706269,MIS AL AKHYARIYAH,,SD,MIS,Swasta,98,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
70006600,MIS AL AL-AMIRIA,,SD,MIS,Swasta,0,Ciracas,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60709799,MIS AL ALAWIYAH,,SD,MIS,Swasta,193,Bekasi Barat,Kota,BEKASI,Jawa Barat,
60706550,MIS AL ALIMIYAH,,SD,MIS,Swasta,234,Tanjung priok,Kota,JAKARTA UTARA,DKI Jakarta,
60706476,MIS AL AMANAH,,SD,MIS,Swasta,221,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
60709304,MIS AL AMANAH,,SD,MIS,Swasta,147,Cikarang Barat,Kab,BEKASI,Jawa Barat,
60709634,MIS AL AMANAH,,SD,MIS,Swasta,188,Bogor Selatan,Kota,BOGOR,Jawa Barat,
60707055,MIS AL AMANAH,,SD,MIS,Swasta,201,Sukajaya,Kab,BOGOR 2,Jawa Barat,
60706553,MIS AL AMIN,,SD,MIS,Swasta,125,Tanjung priok,Kota,JAKARTA UTARA,DKI Jakarta,
60706352,MIS AL AMIN KARPUS,,SD,MIS,Swasta,0,Kramat jati,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706353,MIS AL AMIN TENGAH,,SD,MIS,Swasta,335,Kramat jati,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60709356,MIS AL ANSORI,,SD,MIS,Swasta,180,Serang baru,Kab,BEKASI,Jawa Barat,
69886363,MIS AL ANWAR CEMPLANG,,SD,MIS,Swasta,100,Jawilan,Kab,SERANG,Banten,
70010698,MIS AL ANWARIYAH,,SD,MIS,Swasta,43,Cilincing,Kota,JAKARTA UTARA,DKI Jakarta,
69894732,MIS AL ARAAF,,SD,MIS,Swasta,42,Mancak,Kab,SERANG,Banten,
69727484,MIS AL ARAF,,SD,MIS,Swasta,99,Cilincing,Kota,JAKARTA UTARA,DKI Jakarta,
60707081,MIS AL ARQOM,,SD,MIS,Swasta,0,Sukaraja,Kab,BOGOR 2,Jawa Barat,
60706644,MIS AL ARSANIYAH,,SD,MIS,Swasta,90,Ciampea,Kab,BOGOR 2,Jawa Barat,
60706420,MIS AL ASAAS,,SD,MIS,Swasta,327,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
69753856,MIS AL ASYIROTUL KHAERIYAH,,SD,MIS,Swasta,95,Pakuhaji,Kab,TANGERANG,Banten,
60706288,MIS AL ASYIROTUS SYAFIIYYAH,,SD,MIS,Swasta,263,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
60709291,MIS AL ATHFAL,,SD,MIS,Swasta,85,Cabangbungin,Kab,BEKASI,Jawa Barat,
60706677,MIS AL AWALIYAH,,SD,MIS,Swasta,0,Cibinong,Kab,BOGOR 1,Jawa Barat,
60709847,MIS AL AWWABIN,,SD,MIS,Swasta,83,Pondok Melati,Kota,BEKASI,Jawa Barat,
60709993,MIS AL AWWABIN,,SD,MIS,Swasta,124,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
60706601,MIS AL AZIZIYYAH,,SD,MIS,Swasta,188,Caringin,Kab,BOGOR 2,Jawa Barat,
60706634,MIS AL AZIZIYYAH II,,SD,MIS,Swasta,121,Caringin,Kab,BOGOR 2,Jawa Barat,
60707161,MIS AL AZKIA,,SD,MIS,Swasta,276,Tenjolaya,Kab,BOGOR 2,Jawa Barat,
60706725,MIS AL BADARIYAH,,SD,MIS,Swasta,478,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
60706338,MIS AL BAHRI,,SD,MIS,Swasta,80,Jatinegara,Kota,JAKARTA TIMUR 2,DKI Jakarta,
69823291,MIS AL BAIDLO,,SD,MIS,Swasta,432,Cipayung,Kota,JAKARTA TIMUR 1,DKI Jakarta,
69853575,MIS AL BALAWI,,SD,MIS,Swasta,531,Cikarang Barat,Kab,BEKASI,Jawa Barat,
60706678,MIS AL BALIYAH,,SD,MIS,Swasta,48,Cibinong,Kab,BOGOR 1,Jawa Barat,
60706364,MIS AL BARIYYAH,,SD,MIS,Swasta,230,Kramat jati,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706523,MIS AL BARKAH,,SD,MIS,Swasta,271,Cilincing,Kota,JAKARTA UTARA,DKI Jakarta,
60709305,MIS AL BARKAH,,SD,MIS,Swasta,105,Cikarang Barat,Kab,BEKASI,Jawa Barat,
60709394,MIS AL BARKAH,,SD,MIS,Swasta,180,Sukawangi,Kab,BEKASI,Jawa Barat,
60709418,MIS AL BARKAH,,SD,MIS,Swasta,112,Tarumajaya,Kab,BEKASI,Jawa Barat,
60706882,MIS AL BARKAH,,SD,MIS,Swasta,149,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
60706912,MIS AL BARKAH,,SD,MIS,Swasta,274,Leuwisadeng,Kab,BOGOR 2,Jawa Barat,
60706963,MIS AL BARKAH,,SD,MIS,Swasta,0,Pamijahan,Kab,BOGOR 2,Jawa Barat,
60707063,MIS AL BARKAH,,SD,MIS,Swasta,120,Sukamakmur,Kab,BOGOR 2,Jawa Barat,
60706602,MIS AL BAROKAH,,SD,MIS,Swasta,110,Caringin,Kab,BOGOR 2,Jawa Barat,
69753879,MIS AL BASYIRIYAH,,SD,MIS,Swasta,59,Pakuhaji,Kab,TANGERANG,Banten,
69726175,MIS AL BAYYINAH,,SD,MIS,Swasta,210,Cariu,Kab,BOGOR 2,Jawa Barat,
60706992,MIS AL BUSYRO,,SD,MIS,Swasta,82,Pamijahan,Kab,BOGOR 2,Jawa Barat,
60709889,MIS AL CHAERIYAH,,SD,MIS,Swasta,699,Pondok Melati,Kota,BEKASI,Jawa Barat,
69752480,MIS AL FAJRIYAH,,SD,MIS,Swasta,169,Kosambi,Kab,TANGERANG,Banten,
20603730,MIS AL FALAH,,SD,MIS,Swasta,272,Ciputat,Kota,TANGERANG SELATAN,Banten,
60706289,MIS AL FALAH,,SD,MIS,Swasta,0,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
60706449,MIS AL FALAH,,SD,MIS,Swasta,825,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
60706544,MIS AL FALAH,,SD,MIS,Swasta,776,Penjaringan,Kota,JAKARTA UTARA,DKI Jakarta,
60709334,MIS AL FALAH,,SD,MIS,Swasta,122,Muara Gembong,Kab,BEKASI,Jawa Barat,
60709994,MIS AL FALAH,,SD,MIS,Swasta,373,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
60709639,MIS AL FALAH,,SD,MIS,Swasta,407,Bogor Selatan,Kota,BOGOR,Jawa Barat,
60706679,MIS AL FALAH,,SD,MIS,Swasta,642,Cibinong,Kab,BOGOR 1,Jawa Barat,
60706817,MIS AL FALAH,,SD,MIS,Swasta,182,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
60706818,MIS AL FALAH,,SD,MIS,Swasta,0,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
60710048,MIS AL FALAH TAPOS,,SD,MIS,Swasta,77,Tapos,Kota,DEPOK 2,Jawa Barat,
60706573,MIS AL FALAHIYAH,,SD,MIS,Swasta,0,Bojong gede,Kab,BOGOR 1,Jawa Barat,
69824937,MIS AL FALAHIYAH BADAK ANOM,,SD,MIS,Swasta,143,Sindang jaya,Kab,TANGERANG,Banten,
69824912,MIS AL FALAHIYAH CIRUMPAK,,SD,MIS,Swasta,86,Kronjo,Kab,TANGERANG,Banten,
60709629,MIS AL FALAK,,SD,MIS,Swasta,375,Bogor Barat,Kota,BOGOR,Jawa Barat,
60706324,MIS AL FARIDAH,,SD,MIS,Swasta,145,Duren sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
60706760,MIS AL FATAH,,SD,MIS,Swasta,515,Cileungsi,Kab,BOGOR 1,Jawa Barat,
69725315,MIS AL FATH,,SD,MIS,Swasta,70,Citeureup,Kab,BOGOR 2,Jawa Barat,
69854140,MIS AL FATHONAH,,SD,MIS,Swasta,0,Cipayung,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706883,MIS AL FATHONIYAH,,SD,MIS,Swasta,69,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
60707113,MIS AL FATIH,,SD,MIS,Swasta,419,Tajurhalang,Kab,BOGOR 1,Jawa Barat,
60706365,MIS AL FATIMIYAH,,SD,MIS,Swasta,0,Makasar,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706860,MIS AL FITRIYAH,,SD,MIS,Swasta,0,Kemang,Kab,BOGOR 2,Jawa Barat,
69727517,MIS AL FUAD,,SD,MIS,Swasta,249,Batuceper,Kota,TANGERANG 1,Banten,
60709419,MIS AL FUDHOLA,,SD,MIS,Swasta,294,Tarumajaya,Kab,BEKASI,Jawa Barat,
60706408,MIS AL FURQON,,SD,MIS,Swasta,228,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
60729474,MIS AL FURQON,,SD,MIS,Swasta,148,Mauk,Kab,TANGERANG,Banten,
60706765,MIS AL FURQON,,SD,MIS,Swasta,184,Ciomas,Kab,BOGOR 2,Jawa Barat,
60709948,MIS AL FUTUHAT AL ATTASIYAH,,SD,MIS,Swasta,159,Cimanggis,Kota,DEPOK 2,Jawa Barat,
60706436,MIS AL GAOTSIYAH,,SD,MIS,Swasta,353,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
69753862,MIS AL GINA,,SD,MIS,Swasta,91,Pakuhaji,Kab,TANGERANG,Banten,
60706311,MIS AL HAMID,,SD,MIS,Swasta,0,Cipayung,Kota,JAKARTA TIMUR 1,DKI Jakarta,
60706464,MIS AL HAMIDIYAH,,SD,MIS,Swasta,0,Kebon jeruk,Kota,JAKARTA BARAT,DKI Jakarta,
69824896,MIS AL HAMIDIYAH,,SD,MIS,Swasta,193,Jambe,Kab,TANGERANG,Banten,
69894606,MIS AL HAQ,,SD,MIS,Swasta,317,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,
60706564,MIS AL HASANAH,,SD,MIS,Swasta,267,Babakan madang,Kab,BOGOR 2,Jawa Barat,
60709922,MIS AL HASANAH,,SD,MIS,Swasta,107,Beji,Kota,DEPOK 2,Jawa Barat,
69755502,MIS AL HASANAH,,SD,MIS,Swasta,197,Jayanti,Kab,TANGERANG,Banten,
60706766,MIS AL HASANAH,,SD,MIS,Swasta,62,Ciomas,Kab,BOGOR 2,Jawa Barat,
60709652,MIS AL HASANI,,SD,MIS,Swasta,195,Bogor Utara,Kota,BOGOR,Jawa Barat,
60706775,MIS AL HASANI,,SD,MIS,Swasta,330,Cisarua,Kab,BOGOR 2,Jawa Barat,
60706421,MIS AL HASANIYAH,,SD,MIS,Swasta,333,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
60706483,MIS AL HASYIMIYAH,,SD,MIS,Swasta,596,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
60706270,MIS AL HIDAYAH,,SD,MIS,Swasta,0,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
60706326,MIS AL HIDAYAH,,SD,MIS,Swasta,169,Duren sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
60706478,MIS AL HIDAYAH,,SD,MIS,Swasta,326,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
60706528,MIS AL HIDAYAH,,SD,MIS,Swasta,235,Koja,Kota,JAKARTA UTARA,DKI Jakarta,
60709346,MIS AL HIDAYAH,,SD,MIS,Swasta,92,Cabangbungin,Kab,BEKASI,Jawa Barat,
60709367,MIS AL HIDAYAH,,SD,MIS,Swasta,104,Sukakarya,Kab,BEKASI,Jawa Barat,
60709378,MIS AL HIDAYAH,,SD,MIS,Swasta,168,Sukatani,Kab,BEKASI,Jawa Barat,
60709398,MIS AL HIDAYAH,,SD,MIS,Swasta,240,Tambelang,Kab,BEKASI,Jawa Barat,
60709848,MIS AL HIDAYAH,,SD,MIS,Swasta,28,Jatiasih,Kota,BEKASI,Jawa Barat,
60709875,MIS AL HIDAYAH,,SD,MIS,Swasta,62,Jati Sampurna,Kota,BEKASI,Jawa Barat,
60709909,MIS AL HIDAYAH,,SD,MIS,Swasta,607,Pondok Melati,Kota,BEKASI,Jawa Barat,
60709916,MIS AL HIDAYAH,,SD,MIS,Swasta,75,Pondok Melati,Kota,BEKASI,Jawa Barat,
60721435,MIS AL HIDAYAH,,SD,MIS,Swasta,52,Karawaci,Kota,TANGERANG 2,Banten,
60721481,MIS AL HIDAYAH,,SD,MIS,Swasta,352,Pondok aren,Kota,TANGERANG SELATAN,Banten,
69727509,MIS AL HIDAYAH,,SD,MIS,Swasta,73,Batuceper,Kota,TANGERANG 1,Banten,
69755418,MIS AL HIDAYAH,,SD,MIS,Swasta,194,Periuk,Kota,TANGERANG 2,Banten,
60706645,MIS AL HIDAYAH,,SD,MIS,Swasta,120,Ciampea,Kab,BOGOR 2,Jawa Barat,
60706796,MIS AL HIDAYAH,,SD,MIS,Swasta,578,Citeureup,Kab,BOGOR 2,Jawa Barat,
60706833,MIS AL HIDAYAH,,SD,MIS,Swasta,409,Gunung sindur,Kab,BOGOR 2,Jawa Barat,
60706861,MIS AL HIDAYAH,,SD,MIS,Swasta,0,Kemang,Kab,BOGOR 2,Jawa Barat,
60706996,MIS AL HIDAYAH,,SD,MIS,Swasta,377,Parung,Kab,BOGOR 2,Jawa Barat,
60707056,MIS AL HIDAYAH,,SD,MIS,Swasta,215,Sukajaya,Kab,BOGOR 2,Jawa Barat,
60707057,MIS AL HIDAYAH,,SD,MIS,Swasta,105,Sukajaya,Kab,BOGOR 2,Jawa Barat,
60707116,MIS AL HIDAYAH,,SD,MIS,Swasta,122,Tamansari,Kab,BOGOR 2,Jawa Barat,
60709349,MIS AL HIDAYAH 04,,SD,MIS,Swasta,114,Pebayuran,Kab,BEKASI,Jawa Barat,
60709942,MIS AL HIDAYAH 1,,SD,MIS,Swasta,0,Cilodong,Kota,DEPOK 2,Jawa Barat,
60709943,MIS AL HIDAYAH 2,,SD,MIS,Swasta,0,Cilodong,Kota,DEPOK 2,Jawa Barat,
60709272,MIS AL HIDAYAH AL-KHAIRIYAH,,SD,MIS,Swasta,196,Babelan,Kab,BEKASI,Jawa Barat,
60709934,MIS AL HIDAYAH ARCO,,SD,MIS,Swasta,1,Bojongsari,Kota,DEPOK 1,Jawa Barat,
69824885,MIS AL HIDAYAH BITUNG JAYA,,SD,MIS,Swasta,196,Cikupa,Kab,TANGERANG,Banten,
60709995,MIS AL HIDAYAH CAGAR ALAM,,SD,MIS,Swasta,556,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
60709975,MIS AL HIDAYAH CIPAYUNG,,SD,MIS,Swasta,288,Cipayung,Kota,DEPOK 1,Jawa Barat,
60709290,MIS AL HIDAYAH GARON,,SD,MIS,Swasta,89,Cabangbungin,Kab,BEKASI,Jawa Barat,
60707064,MIS AL HIDAYAH GUNUNG BATU,,SD,MIS,Swasta,110,Sukamakmur,Kab,BOGOR 2,Jawa Barat,
60709348,MIS AL HIDAYAH KH,,SD,MIS,Swasta,58,Pebayuran,Kab,BEKASI,Jawa Barat,
60709284,MIS AL HIDAYAH LENGGAHSARI,,SD,MIS,Swasta,135,Sukakarya,Kab,BEKASI,Jawa Barat,
